date,time,beds,baths,house_size,house_size_units,lot_size,lot_size_units,zip_code,country,price
11/29/2022,8:28:00 PM,3,2,1900,sqft,6093,sqft,98115,USA,965000
11/23/2022,1:25:00 PM,2,1.5,1580,sqft,6120,sqft,98115,USA,1300000
1/15/2022,2:08:00 PM,1,1,1270,sqft,5640,sqft,98108,USA,915000
11/23/2022,9:11:00 AM,4,2.5,2320,sqft,9500,sqft,98108,USA,1001000
4/12/2022,11:50:00 PM,3,1,910,sqft,15246,sqft,98106,USA,650000
8/14/2022,5:50:00 AM,2,2,878,sqft,,,98121,USA,675000
10/5/2022,11:19:00 PM,2,1,1915,sqft,5077,sqft,98133,USA,725000
4/23/2022,5:26:00 AM,3,2,2462,sqft,3200,sqft,98119,USA,1150000
1/1/2022,12:07:00 AM,4,3.5,2640,sqft,3062,sqft,98103,USA,1750000
9/23/2022,4:53:00 PM,3,2.5,1670,sqft,1304,sqft,98144,USA,875000
7/27/2022,11:48:00 PM,3,1,1090,sqft,7258,sqft,98133,USA,630000
4/20/2022,6:46:00 AM,3,3.5,1621,sqft,987,sqft,98109,USA,1085000
7/19/2022,9:18:00 PM,4,2,2591,sqft,6900,sqft,98125,USA,800000
11/2/2022,10:56:00 PM,2,2,1400,sqft,,,98119,USA,1295000
1/12/2022,2:59:00 AM,2,2.5,840,sqft,897,sqft,98118,USA,612500
12/11/2022,9:29:00 PM,4,3.5,2910,sqft,3491,sqft,98115,USA,2325000
7/7/2022,7:10:00 PM,2,1,1410,sqft,5000,sqft,98118,USA,590000
6/3/2022,6:28:00 PM,2,1,770,sqft,4672,sqft,98106,USA,560000
11/30/2022,9:40:00 AM,3,2,1900,sqft,6957,sqft,98199,USA,1299000
10/6/2022,12:33:00 AM,3,2,2760,sqft,5195,sqft,98119,USA,1256000
6/20/2022,3:30:00 PM,3,2,1290,sqft,2700,sqft,98144,USA,925000
5/14/2022,10:17:00 PM,3,2,1111,sqft,,,98112,USA,849000
1/25/2022,4:57:00 PM,2,2,850,sqft,6120,sqft,98115,USA,889900
1/18/2022,1:37:00 PM,2,1.5,900,sqft,900,sqft,98105,USA,568000
7/9/2022,2:22:00 PM,6,5,2667,sqft,4000,sqft,98122,USA,900000
5/21/2022,11:45:00 PM,2,1.5,1320,sqft,6080,sqft,98116,USA,810000
2/12/2022,2:21:00 AM,2,2,1370,sqft,,,98117,USA,500000
11/30/2022,10:55:00 PM,2,1,1140,sqft,4920,sqft,98106,USA,528000
10/11/2022,11:18:00 AM,3,1,1380,sqft,4080,sqft,98117,USA,890000
5/26/2022,2:33:00 AM,3,2,1422,sqft,1405,sqft,98117,USA,780000
11/11/2022,12:49:00 AM,2,2,1065,sqft,,,98126,USA,430000
11/15/2022,8:51:00 PM,2,3,2943,sqft,133293,sqft,98105,USA,1650000
4/2/2022,5:28:00 AM,3,2,1250,sqft,6000,sqft,98106,USA,625000
6/28/2022,12:36:00 AM,3,2,2390,sqft,10890,sqft,98133,USA,1150000
2/25/2022,12:50:00 AM,1,1,569,sqft,,,98102,USA,400000
6/4/2022,8:26:00 PM,3,2,1680,sqft,5000,sqft,98199,USA,1087500
6/9/2022,3:52:00 PM,1,1,683,sqft,,,98101,USA,679000
4/21/2022,9:43:00 PM,1,1,627,sqft,,,98121,USA,475000
5/17/2022,3:39:00 PM,2,2,840,sqft,1452,sqft,98116,USA,645000
8/20/2022,12:27:00 AM,3,1.5,1880,sqft,6215,sqft,98125,USA,749000
8/8/2022,9:35:00 AM,2,2,881,sqft,6000,sqft,98103,USA,550000
3/9/2022,4:42:00 PM,2,1,850,sqft,4000,sqft,98144,USA,778000
10/29/2022,10:56:00 PM,1,1,525,sqft,,,98103,USA,375000
9/6/2022,11:06:00 AM,3,1.5,2170,sqft,3000,sqft,98109,USA,1250000
11/19/2022,6:52:00 AM,2,1,1110,sqft,5413,sqft,98125,USA,820000
1/6/2022,2:43:00 PM,4,3.5,3930,sqft,4000,sqft,98102,USA,2925000
10/7/2022,1:33:00 PM,2,1,1047,sqft,,,98102,USA,762500
4/4/2022,3:44:00 AM,1,1,653,sqft,,,98122,USA,475000
9/26/2022,1:13:00 PM,3,1.5,1710,sqft,1250,sqft,98122,USA,1000000
7/16/2022,6:15:00 AM,5,3,2120,sqft,1959,sqft,98126,USA,750000
1/25/2022,6:31:00 PM,3,4,2360,sqft,5080,sqft,98115,USA,1325000
5/28/2022,9:01:00 AM,4,4,2250,sqft,6600,sqft,98106,USA,1070000
4/28/2022,4:49:00 PM,4,2,2320,sqft,6960,sqft,98115,USA,1150000
12/4/2022,11:36:00 AM,4,3.5,3490,sqft,11761,sqft,98115,USA,1480000
12/4/2022,9:05:00 PM,4,2.5,2500,sqft,4046,sqft,98117,USA,1295000
3/7/2022,8:31:00 AM,2,1,792,sqft,,,98102,USA,520000
10/28/2022,12:19:00 AM,2,2.5,1490,sqft,7547,sqft,98115,USA,855000
6/24/2022,2:53:00 PM,3,2.5,1700,sqft,2125,sqft,98102,USA,1475000
11/15/2022,5:52:00 AM,2,2,1261,sqft,978,sqft,98125,USA,625000
3/17/2022,5:18:00 PM,4,2,2440,sqft,2168,sqft,98122,USA,1060000
4/24/2022,12:05:00 PM,3,2.5,1420,sqft,2929,sqft,98108,USA,750000
4/21/2022,10:32:00 PM,3,2,1380,sqft,815,sqft,98122,USA,740000
9/6/2022,12:22:00 PM,3,2,1111,sqft,719,sqft,98112,USA,849000
7/22/2022,2:06:00 PM,3,1.5,1920,sqft,6300,sqft,98133,USA,865000
5/27/2022,12:43:00 AM,3,1.5,1220,sqft,2242,sqft,98144,USA,660000
2/4/2022,3:14:00 AM,3,3,4010,sqft,8207,sqft,98112,USA,3050000
11/5/2022,10:44:00 PM,2,2,1170,sqft,588,sqft,98144,USA,644999
1/26/2022,4:26:00 AM,3,2.5,1600,sqft,695,sqft,98144,USA,699900
8/26/2022,10:01:00 PM,1,1,760,sqft,,,98119,USA,309000
1/14/2022,12:57:00 AM,2,1.5,1290,sqft,1748,sqft,98144,USA,762500
2/14/2022,10:15:00 PM,2,1,980,sqft,3200,sqft,98112,USA,800000
8/4/2022,10:37:00 PM,2,1.5,1022,sqft,,,98144,USA,660000
8/21/2022,1:15:00 PM,2,1.5,1260,sqft,3858,sqft,98118,USA,715000
7/12/2022,2:28:00 AM,5,2,2660,sqft,6400,sqft,98136,USA,1125000
2/20/2022,2:14:00 AM,1,1,644,sqft,,,98122,USA,350000
8/2/2022,1:22:00 AM,1,1,664,sqft,,,98102,USA,305000
5/31/2022,8:32:00 AM,1,1,468,sqft,,,98109,USA,275000
10/2/2022,10:40:00 PM,4,3,2680,sqft,6402,sqft,98115,USA,2100000
12/4/2022,2:06:00 AM,4,2,1640,sqft,4400,sqft,98136,USA,730000
3/17/2022,5:57:00 PM,3,2,2000,sqft,5632,sqft,98115,USA,925000
8/8/2022,6:42:00 AM,2,2,1523,sqft,864,sqft,98125,USA,639950
12/14/2022,12:40:00 AM,4,3,2430,sqft,9500,sqft,98146,USA,520000
7/6/2022,7:13:00 PM,2,2,1199,sqft,46173,sqft,98117,USA,375000
10/16/2022,5:31:00 AM,4,3,2160,sqft,6298,sqft,98125,USA,980000
1/28/2022,9:38:00 AM,4,2.5,1354,sqft,,,98118,USA,485000
6/29/2022,1:06:00 AM,1,1,738,sqft,,,98101,USA,490000
9/10/2022,3:29:00 AM,2,2,1425,sqft,18295,sqft,98104,USA,899000
5/6/2022,4:20:00 PM,6,7,4570,sqft,12632,sqft,98105,USA,1950000
6/26/2022,9:32:00 AM,2,1.5,940,sqft,1740,sqft,98144,USA,640000
2/6/2022,2:50:00 PM,3,3.5,1710,sqft,1728,sqft,98126,USA,699000
4/9/2022,6:41:00 PM,3,2.5,1430,sqft,1102,sqft,98103,USA,855000
4/8/2022,11:11:00 PM,3,3.5,1500,sqft,1274,sqft,98118,USA,598800
5/7/2022,8:15:00 AM,3,1.5,1376,sqft,1169,sqft,98107,USA,780000
6/17/2022,2:31:00 PM,4,3.5,4002,sqft,5000,sqft,98116,USA,2100000
3/21/2022,4:26:00 PM,4,1,1600,sqft,11761,sqft,98115,USA,652000
10/21/2022,5:45:00 PM,1,1,807,sqft,,,98122,USA,380000
11/29/2022,1:57:00 AM,5,3,2055,sqft,4000,sqft,98122,USA,1100000
5/6/2022,5:35:00 PM,1,1,647,sqft,7197,sqft,98102,USA,377500
12/9/2022,12:06:00 PM,2,2,940,sqft,585,sqft,98115,USA,579000
11/6/2022,10:14:00 PM,2,1.5,1150,sqft,1262,sqft,98125,USA,590000
5/30/2022,9:59:00 PM,2,2.5,1459,sqft,887,sqft,98103,USA,665000
1/16/2022,12:25:00 AM,4,2.5,1910,sqft,3000,sqft,98103,USA,1625000
1/28/2022,9:10:00 AM,4,3,2297,sqft,7200,sqft,98178,USA,783000
6/22/2022,4:24:00 AM,4,2.5,2320,sqft,5001,sqft,98118,USA,820000
2/15/2022,10:47:00 AM,5,3.5,2387,sqft,5445,sqft,98133,USA,1125000
11/24/2022,5:52:00 AM,5,3.5,3270,sqft,4080,sqft,98115,USA,2000000
8/24/2022,12:40:00 PM,3,2.5,1530,sqft,1482,sqft,98126,USA,899999
8/2/2022,7:23:00 AM,2,1,1150,sqft,6340,sqft,98136,USA,845714
3/26/2022,11:45:00 PM,3,2,1237,sqft,4760,sqft,98106,USA,747250
10/9/2022,4:32:00 PM,3,2.5,1760,sqft,1143,sqft,98136,USA,850000
8/20/2022,4:23:00 AM,1,1,808,sqft,,,98164,USA,560000
3/26/2022,1:56:00 AM,2,2,2720,sqft,4958,sqft,98144,USA,720000
3/6/2022,11:31:00 PM,4,2,1345,sqft,2808,sqft,98103,USA,962000
5/14/2022,3:08:00 AM,4,3,2600,sqft,6840,sqft,98115,USA,1750000
5/31/2022,4:16:00 PM,3,2,2209,sqft,2734,sqft,98115,USA,715000
4/25/2022,5:52:00 PM,2,2.5,950,sqft,1748,sqft,98107,USA,695000
3/5/2022,7:47:00 AM,4,2.5,1530,sqft,3060,sqft,98146,USA,675000
12/9/2022,10:57:00 AM,2,1,830,sqft,6180,sqft,98103,USA,942000
12/29/2022,8:20:00 PM,3,2,1590,sqft,910,sqft,98117,USA,910000
12/18/2022,10:17:00 PM,3,3,1524,sqft,513,sqft,98122,USA,850000
6/7/2022,11:28:00 PM,4,3,1920,sqft,7455,sqft,98125,USA,2095000
8/9/2022,10:25:00 PM,4,2,2660,sqft,5243,sqft,98115,USA,1357000
1/9/2022,7:38:00 PM,3,2,2284,sqft,6395,sqft,98136,USA,850000
10/16/2022,1:32:00 PM,3,2.5,1604,sqft,1040,sqft,98144,USA,760000
4/23/2022,3:55:00 AM,4,4,2555,sqft,4000,sqft,98105,USA,1500000
7/24/2022,8:16:00 PM,3,1.5,2460,sqft,15246,sqft,98115,USA,1150000
7/5/2022,3:45:00 PM,3,2.5,2793,sqft,1734,sqft,98109,USA,1732000
12/7/2022,3:45:00 PM,2,1.5,1540,sqft,4800,sqft,98106,USA,751000
7/16/2022,7:55:00 PM,3,1,950,sqft,7320,sqft,98106,USA,589000
9/23/2022,7:28:00 AM,3,1.5,1720,sqft,14374,sqft,98168,USA,426000
9/19/2022,2:23:00 AM,2,2,1470,sqft,7443,sqft,98125,USA,707000
9/5/2022,6:24:00 PM,5,2.5,3500,sqft,14374,sqft,98146,USA,875000
4/25/2022,1:32:00 AM,2,1.5,984,sqft,,,98116,USA,499999
5/1/2022,9:14:00 PM,3,2.5,1570,sqft,1362,sqft,98103,USA,901000
5/21/2022,9:59:00 AM,1,1,700,sqft,,,98122,USA,647201
3/6/2022,9:17:00 PM,2,2,1188,sqft,18730,sqft,98119,USA,450000
10/3/2022,4:45:00 PM,3,2.5,2570,sqft,12196,sqft,98118,USA,1175000
11/9/2022,12:26:00 PM,3,2.5,1631,sqft,1485,sqft,98103,USA,1049950
8/27/2022,4:32:00 AM,3,2,1596,sqft,27878,sqft,98105,USA,505000
10/29/2022,12:25:00 PM,2,2.5,820,sqft,1293,sqft,98126,USA,525000
1/10/2022,1:26:00 PM,3,2.5,1610,sqft,1500,sqft,98119,USA,875000
8/21/2022,2:23:00 AM,1,1,812,sqft,,,98107,USA,480000
7/14/2022,6:46:00 PM,3,2,1425,sqft,729,sqft,98117,USA,759999
1/12/2022,2:48:00 AM,2,2.5,1086,sqft,2068,sqft,98115,USA,884950
6/26/2022,1:47:00 PM,2,2.5,1043,sqft,990,sqft,98117,USA,690000
6/26/2022,11:11:00 AM,3,2,1440,sqft,4239,sqft,98119,USA,1195000
8/5/2022,10:28:00 AM,1,1,590,sqft,1549,sqft,98106,USA,435000
1/11/2022,7:16:00 AM,2,2,1152,sqft,,,98121,USA,1325000
4/28/2022,8:48:00 PM,4,2,2040,sqft,4178,sqft,98112,USA,1175000
6/13/2022,10:56:00 PM,3,2,2092,sqft,,,98102,USA,2000000
2/8/2022,10:19:00 AM,3,1,1780,sqft,5000,sqft,98144,USA,975000
2/22/2022,1:56:00 AM,3,2.5,3560,sqft,5000,sqft,98116,USA,1575000
8/6/2022,9:09:00 AM,2,2.5,1475,sqft,3753,sqft,98103,USA,945000
7/25/2022,5:42:00 AM,4,2.5,1890,sqft,3000,sqft,98178,USA,668000
11/8/2022,11:35:00 PM,4,2,2790,sqft,6250,sqft,98126,USA,930000
12/26/2022,10:11:00 AM,4,3.5,2600,sqft,3900,sqft,98122,USA,2225000
2/25/2022,10:54:00 PM,3,2,1060,sqft,8910,sqft,98106,USA,575000
4/28/2022,12:26:00 PM,3,1,2180,sqft,10890,sqft,98125,USA,720000
9/10/2022,5:36:00 AM,2,2,1761,sqft,,,98115,USA,665000
10/13/2022,5:00:00 AM,3,2,1379,sqft,3353,sqft,98125,USA,729950
9/25/2022,9:49:00 PM,3,1.5,2550,sqft,4080,sqft,98105,USA,958748
10/18/2022,11:40:00 PM,4,3.5,3815,sqft,3960,sqft,98116,USA,2895000
11/29/2022,2:24:00 PM,4,2,2634,sqft,7475,sqft,98115,USA,1500000
6/29/2022,7:25:00 AM,1,1,540,sqft,15246,sqft,98104,USA,335000
12/24/2022,11:50:00 PM,3,3.5,3064,sqft,,,98121,USA,2450000
8/23/2022,5:47:00 AM,2,1,860,sqft,4800,sqft,98108,USA,565000
12/9/2022,9:05:00 PM,3,2.5,1690,sqft,7200,sqft,98125,USA,807500
7/15/2022,9:34:00 AM,3,3.5,1800,sqft,1545,sqft,98103,USA,750000
11/4/2022,1:00:00 PM,2,2,1071,sqft,,,98119,USA,605000
3/21/2022,11:35:00 AM,2,1,807,sqft,,,98103,USA,525000
5/15/2022,10:37:00 AM,3,2.5,1350,sqft,662,sqft,98119,USA,899000
1/22/2022,9:11:00 AM,4,2,2900,sqft,4700,sqft,98144,USA,1275000
11/27/2022,6:49:00 AM,3,3,1880,sqft,2200,sqft,98107,USA,999950
8/13/2022,10:06:00 AM,1,1,677,sqft,29620,sqft,98115,USA,270000
2/27/2022,7:35:00 PM,1,1,703,sqft,,,98103,USA,498000
4/3/2022,12:30:00 AM,1,1,527,sqft,,,98122,USA,399000
7/11/2022,5:12:00 PM,1,1,820,sqft,5100,sqft,98118,USA,530000
4/13/2022,11:40:00 PM,3,2.5,1360,sqft,1248,sqft,98103,USA,700000
1/7/2022,8:23:00 AM,4,3.5,2600,sqft,4000,sqft,98117,USA,1950000
5/8/2022,10:30:00 PM,4,3.5,2852,sqft,3178,sqft,98102,USA,1715000
2/24/2022,9:40:00 AM,3,3.5,1370,sqft,1125,sqft,98133,USA,619000
8/19/2022,1:59:00 AM,3,1.5,2000,sqft,4800,sqft,98112,USA,1400000
12/28/2022,2:37:00 PM,3,2,1096,sqft,,,98117,USA,849950
3/3/2022,10:02:00 AM,3,3.5,3380,sqft,7531,sqft,98177,USA,1599500
8/28/2022,5:30:00 AM,3,2.5,1616,sqft,,,98116,USA,990000
3/31/2022,11:02:00 PM,3,3,1620,sqft,5760,sqft,98136,USA,1058000
8/20/2022,2:10:00 PM,2,2,970,sqft,,,98102,USA,634400
8/21/2022,7:44:00 PM,1,2,1009,sqft,,,98116,USA,525000
12/20/2022,9:27:00 AM,3,2,2270,sqft,7920,sqft,98122,USA,1550000
11/29/2022,2:37:00 PM,3,1,1200,sqft,9180,sqft,98168,USA,500000
10/19/2022,5:56:00 PM,2,2,1225,sqft,960,sqft,98115,USA,725000
12/11/2022,6:49:00 AM,2,2,1081,sqft,,,98144,USA,620000
6/1/2022,5:14:00 PM,3,2,1380,sqft,8580,sqft,98125,USA,775000
5/25/2022,7:17:00 PM,2,1,1200,sqft,6200,sqft,98103,USA,1025100
5/10/2022,11:40:00 PM,2,2,1620,sqft,3090,sqft,98103,USA,835000
5/21/2022,7:01:00 AM,3,2,2950,sqft,5350,sqft,98199,USA,1500000
4/3/2022,1:19:00 AM,1,1,513,sqft,,,98121,USA,315000
4/24/2022,6:42:00 AM,4,2,2100,sqft,3600,sqft,98116,USA,1225000
10/11/2022,9:37:00 AM,3,2,1705,sqft,7680,sqft,98177,USA,910000
5/23/2022,10:04:00 AM,4,4.5,3610,sqft,4500,sqft,98112,USA,2800000
8/11/2022,1:00:00 AM,3,3.5,1800,sqft,1563,sqft,98103,USA,1050000
8/20/2022,12:55:00 AM,3,1,2130,sqft,3710,sqft,98117,USA,850000
2/2/2022,1:18:00 AM,2,2,1367,sqft,86248,sqft,98121,USA,1350000
10/3/2022,7:20:00 PM,3,2.5,1730,sqft,2757,sqft,98125,USA,800000
6/19/2022,8:22:00 PM,4,3.5,4194,sqft,5400,sqft,98112,USA,3500000
5/20/2022,3:23:00 AM,9,9,3780,sqft,5020,sqft,98119,USA,1210000
12/23/2022,9:11:00 PM,2,2,1778,sqft,,,98112,USA,1900000
7/20/2022,5:19:00 PM,3,3,1410,sqft,826,sqft,98107,USA,865000
1/23/2022,12:00:00 AM,2,2,1088,sqft,,,98133,USA,475000
8/12/2022,1:23:00 PM,4,1,1340,sqft,3825,sqft,98117,USA,875000
9/27/2022,4:35:00 AM,5,1,2380,sqft,4240,sqft,98136,USA,539000
12/13/2022,11:10:00 PM,3,4.5,2140,sqft,3314,sqft,98109,USA,1835000
6/2/2022,10:59:00 PM,3,2,2080,sqft,5650,sqft,98178,USA,738000
11/29/2022,3:12:00 PM,2,1,1410,sqft,6180,sqft,98118,USA,799000
3/26/2022,12:23:00 PM,1,1,571,sqft,25264,sqft,98121,USA,331000
4/19/2022,9:23:00 PM,4,2.5,2340,sqft,9670,sqft,98106,USA,870000
1/31/2022,1:25:00 AM,5,4.5,5210,sqft,6772,sqft,98122,USA,3320000
8/17/2022,5:15:00 AM,1,1,733,sqft,,,98121,USA,545000
8/28/2022,12:45:00 AM,2,1.5,1060,sqft,5137,sqft,98118,USA,530000
12/29/2022,10:48:00 AM,2,2.5,996,sqft,2450,sqft,98122,USA,799000
11/6/2022,2:50:00 AM,4,2,1850,sqft,3570,sqft,98105,USA,1200000
5/21/2022,4:42:00 AM,1,1,690,sqft,4000,sqft,98117,USA,560000
6/5/2022,9:16:00 PM,4,2,2260,sqft,3750,sqft,98107,USA,1330000
10/26/2022,9:38:00 AM,4,3.5,3190,sqft,4305,sqft,98107,USA,2130000
12/11/2022,10:27:00 AM,3,2.5,1846,sqft,10454,sqft,98199,USA,1060000
4/9/2022,7:02:00 PM,3,2,1700,sqft,3220,sqft,98118,USA,999999
2/16/2022,9:09:00 AM,4,2,2240,sqft,6240,sqft,98126,USA,795000
11/23/2022,11:13:00 AM,4,2,1660,sqft,2280,sqft,98103,USA,1127500
3/8/2022,9:46:00 AM,2,3,1780,sqft,2240,sqft,98133,USA,720000
3/3/2022,9:29:00 AM,4,3.5,2270,sqft,2500,sqft,98146,USA,710000
4/19/2022,6:31:00 PM,1,1,603,sqft,,,98121,USA,432000
6/16/2022,11:00:00 PM,3,3.5,2024,sqft,1694,sqft,98107,USA,1200000
2/6/2022,9:57:00 AM,2,2.5,1103,sqft,5500,sqft,98107,USA,780000
4/29/2022,4:01:00 PM,3,1,1460,sqft,5856,sqft,98115,USA,880000
3/27/2022,11:29:00 PM,6,7,4260,sqft,3600,sqft,98119,USA,2300000
2/21/2022,6:38:00 AM,3,2.5,1660,sqft,2700,sqft,98122,USA,816750
4/1/2022,8:51:00 AM,3,1.5,1350,sqft,1193,sqft,98107,USA,750000
10/16/2022,1:21:00 AM,4,3,2949,sqft,5580,sqft,98103,USA,1610000
12/3/2022,4:45:00 PM,3,2.5,1718,sqft,1268,sqft,98117,USA,900000
10/25/2022,8:00:00 AM,2,1,1370,sqft,6084,sqft,98119,USA,1000000
7/23/2022,8:19:00 PM,4,2.5,1822,sqft,1500,sqft,98199,USA,1033000
8/26/2022,3:18:00 AM,2,1,800,sqft,560,sqft,98103,USA,690000
6/4/2022,7:59:00 AM,1,1,718,sqft,,,98119,USA,459000
8/28/2022,3:44:00 AM,2,2,909,sqft,,,98103,USA,420000
5/16/2022,8:08:00 AM,2,1,903,sqft,176853,sqft,98146,USA,312500
12/28/2022,5:21:00 PM,2,2,1297,sqft,,,98109,USA,880000
3/5/2022,9:11:00 AM,3,2,2140,sqft,9290,sqft,98133,USA,925000
5/3/2022,6:42:00 AM,4,5,2970,sqft,7961,sqft,98125,USA,1450000
9/11/2022,5:08:00 AM,2,2,900,sqft,8000,sqft,98122,USA,590000
4/24/2022,3:18:00 PM,2,2,2600,sqft,3600,sqft,98122,USA,750000
1/20/2022,6:46:00 AM,2,1,1180,sqft,4386,sqft,98106,USA,419000
1/16/2022,4:15:00 AM,1,1,564,sqft,4356000,sqft,98103,USA,602000
5/25/2022,12:15:00 AM,4,2,1700,sqft,8001,sqft,98125,USA,891000
7/27/2022,4:50:00 AM,3,3,1524,sqft,513,sqft,98122,USA,875000
1/19/2022,6:38:00 PM,3,3,1410,sqft,1316,sqft,98103,USA,1200000
6/15/2022,4:53:00 AM,1,1,831,sqft,30492,sqft,98136,USA,480000
2/7/2022,9:16:00 PM,5,3,3060,sqft,7006,sqft,98118,USA,889000
6/30/2022,12:07:00 AM,2,2,1213,sqft,,,98117,USA,422000
12/15/2022,2:01:00 PM,4,2,2352,sqft,4000,sqft,98107,USA,1295000
4/15/2022,5:19:00 PM,1,1,534,sqft,,,98178,USA,223000
4/10/2022,9:42:00 AM,2,1,724,sqft,,,98102,USA,530000
3/31/2022,11:23:00 PM,4,3.5,2304,sqft,4503,sqft,98103,USA,1550000
10/27/2022,4:03:00 AM,3,1,1450,sqft,7200,sqft,98115,USA,1125000
11/28/2022,12:03:00 PM,2,1,980,sqft,13939,sqft,98168,USA,475000
3/20/2022,12:24:00 PM,2,1.5,1550,sqft,7154,sqft,98112,USA,1550000
3/14/2022,11:17:00 PM,1,1,704,sqft,500,sqft,98144,USA,645000
6/25/2022,3:01:00 PM,1,1.5,1425,sqft,97138,sqft,98102,USA,2200000
4/6/2022,6:32:00 PM,1,1,794,sqft,,,98101,USA,516000
12/11/2022,2:08:00 AM,5,3.5,4060,sqft,3400,sqft,98116,USA,2888000
4/13/2022,6:56:00 AM,2,2,979,sqft,13939,sqft,98199,USA,470000
8/12/2022,12:09:00 AM,4,2,1830,sqft,6000,sqft,98136,USA,950000
1/6/2022,8:41:00 PM,2,1,1260,sqft,7440,sqft,98133,USA,626000
5/2/2022,2:08:00 PM,2,1,1027,sqft,79714,sqft,98115,USA,300000
8/24/2022,2:14:00 AM,5,2,3210,sqft,7578,sqft,98115,USA,688000
4/26/2022,4:56:00 AM,2,1,968,sqft,,,98115,USA,399950
6/12/2022,9:40:00 PM,3,2,1049,sqft,,,98112,USA,900000
8/14/2022,10:40:00 PM,2,1.5,1054,sqft,,,98109,USA,709000
8/18/2022,11:06:00 PM,2,2,1586,sqft,,,98101,USA,1460000
7/1/2022,11:22:00 AM,4,2,1760,sqft,4700,sqft,98115,USA,999950
9/6/2022,8:24:00 AM,2,1,860,sqft,4000,sqft,98178,USA,480000
11/14/2022,10:05:00 PM,4,2.5,1560,sqft,2400,sqft,98144,USA,1110000
7/29/2022,8:33:00 AM,4,3,3110,sqft,5715,sqft,98119,USA,1500000
5/24/2022,4:59:00 PM,3,2,1440,sqft,6120,sqft,98115,USA,935000
12/11/2022,6:32:00 PM,3,2,1500,sqft,5750,sqft,98136,USA,770000
4/6/2022,5:59:00 AM,3,1.5,2160,sqft,5080,sqft,98117,USA,915000
12/12/2022,1:36:00 AM,4,5.5,3100,sqft,9450,sqft,98125,USA,1375000
9/1/2022,1:40:00 PM,1,1,522,sqft,5000,sqft,98107,USA,325000
3/27/2022,3:35:00 AM,3,2,1560,sqft,1170,sqft,98117,USA,920000
7/3/2022,2:52:00 PM,3,3,3400,sqft,8000,sqft,98136,USA,1150000
5/1/2022,3:07:00 AM,2,2,1761,sqft,400752,sqft,98115,USA,665000
11/28/2022,8:47:00 PM,2,1.5,1076,sqft,1060,sqft,98125,USA,549000
4/2/2022,3:27:00 AM,2,2,1217,sqft,1331,sqft,98199,USA,787950
3/11/2022,9:15:00 PM,3,3.5,1450,sqft,1467,sqft,98126,USA,670000
5/13/2022,3:11:00 PM,2,1,1000,sqft,4400,sqft,98112,USA,750000
10/6/2022,7:50:00 AM,2,2.5,1124,sqft,1354,sqft,98115,USA,799950
5/17/2022,9:37:00 AM,4,3.5,3070,sqft,5016,sqft,98144,USA,1900000
11/10/2022,5:36:00 PM,1,1,480,sqft,560,sqft,98109,USA,275000
7/6/2022,9:09:00 AM,3,2,1860,sqft,3400,sqft,98105,USA,1165000
8/9/2022,5:38:00 PM,2,1,740,sqft,6300,sqft,98126,USA,500000
2/15/2022,6:00:00 AM,3,2,1440,sqft,9065,sqft,98133,USA,830000
10/5/2022,12:20:00 AM,1,1,758,sqft,,,98103,USA,469000
7/11/2022,3:14:00 AM,3,1,1340,sqft,6223,sqft,98117,USA,765000
1/8/2022,7:59:00 PM,3,3,1700,sqft,6882,sqft,98136,USA,1275000
10/3/2022,10:09:00 PM,4,3.5,2950,sqft,5000,sqft,98105,USA,1800000
6/28/2022,1:40:00 AM,1,1,616,sqft,,,98102,USA,374000
11/30/2022,1:59:00 PM,3,2.5,4240,sqft,9487,sqft,98116,USA,2725000
2/8/2022,12:47:00 AM,4,3.5,3495,sqft,4080,sqft,98144,USA,2000000
10/20/2022,6:33:00 AM,3,3,2560,sqft,2500,sqft,98112,USA,1300000
6/27/2022,9:09:00 PM,3,3,2040,sqft,4000,sqft,98117,USA,1000000
6/11/2022,12:19:00 AM,3,1,890,sqft,5200,sqft,98126,USA,575000
11/27/2022,12:12:00 AM,3,1.5,1730,sqft,5000,sqft,98115,USA,870000
4/14/2022,3:04:00 PM,1,1,816,sqft,,,98109,USA,560000
6/10/2022,4:14:00 PM,4,2,2400,sqft,8160,sqft,98177,USA,900000
10/14/2022,10:27:00 PM,3,2.5,1270,sqft,924,sqft,98144,USA,675000
5/3/2022,12:47:00 PM,4,3,1830,sqft,4000,sqft,98107,USA,1352000
2/23/2022,4:42:00 PM,3,2.5,2470,sqft,4452,sqft,98126,USA,800000
2/3/2022,1:48:00 AM,4,4,2300,sqft,5700,sqft,98115,USA,1210000
8/30/2022,1:12:00 PM,4,2.5,1600,sqft,2336,sqft,98105,USA,699000
4/23/2022,9:10:00 AM,1,1,510,sqft,,,98104,USA,308000
11/14/2022,2:31:00 AM,2,2,1387,sqft,,,98116,USA,649000
1/23/2022,4:58:00 PM,3,2.5,2230,sqft,7944,sqft,98178,USA,555000
2/15/2022,8:46:00 AM,1,1,956,sqft,5480,sqft,98104,USA,870000
11/8/2022,7:09:00 AM,3,3,1872,sqft,2475,sqft,98107,USA,1050000
5/15/2022,12:20:00 PM,4,5,2030,sqft,5124,sqft,98106,USA,700000
4/28/2022,5:58:00 PM,4,2,1980,sqft,2242,sqft,98136,USA,785000
7/8/2022,5:04:00 AM,3,3,1180,sqft,1003,sqft,98116,USA,729000
